date,datatype,station,attributes,value
2020-05-01T00:00:00,PRCP,GHCND:ASN00007024,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007027,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007030,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007037,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007045,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00007045,",,a,",23.5
2020-05-01T00:00:00,TMIN,GHCND:ASN00007045,",,a,",11.9
2020-05-01T00:00:00,PRCP,GHCND:ASN00007047,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007048,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007053,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007055,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007058,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007059,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007064,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007068,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007072,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007078,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007083,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007089,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007090,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007094,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007095,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007096,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007097,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007099,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007100,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007101,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007103,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007124,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007129,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007132,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007134,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007139,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00007139,",,a,",24.7
2020-05-01T00:00:00,TMIN,GHCND:ASN00007139,",,a,",6.1
2020-05-01T00:00:00,PRCP,GHCND:ASN00007149,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007159,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007160,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007176,",,a,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00007176,"H,,S,",16.8
2020-05-01T00:00:00,TMAX,GHCND:ASN00007176,",,a,",24.6
2020-05-01T00:00:00,TMIN,GHCND:ASN00007176,",,a,",8.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00007177,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007179,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007180,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007185,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00007185,",,a,",29.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00007185,",,a,",15.8
2020-05-01T00:00:00,PRCP,GHCND:ASN00007190,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007192,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007193,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007195,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007197,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00007600,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00007600,",,a,",23.9
2020-05-01T00:00:00,TMIN,GHCND:ASN00007600,",,a,",10.7
2020-05-01T00:00:00,PRCP,GHCND:ASN00008002,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008004,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008005,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008007,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008008,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008013,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008014,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008016,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008022,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008025,",,a,",0.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00008025,",,a,",11.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00008028,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008037,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008044,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008047,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008050,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008051,",,S,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00008051,"H,,S,",20.2
2020-05-01T00:00:00,TMAX,GHCND:ASN00008051,",,S,",29.2
2020-05-01T00:00:00,TMIN,GHCND:ASN00008051,",,S,",14.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008052,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008057,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008060,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008061,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008064,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008065,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008066,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008067,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008072,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008075,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008077,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008078,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008079,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008085,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008087,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008095,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00008095,",,a,",26.1
2020-05-01T00:00:00,TMIN,GHCND:ASN00008095,",,a,",10.4
2020-05-01T00:00:00,PRCP,GHCND:ASN00008096,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008100,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008104,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008107,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008113,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008121,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008128,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008130,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008137,",,a,",0.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00008137,",,a,",8.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00008139,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008143,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008146,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008147,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008151,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008157,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008168,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008179,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008200,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008202,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008230,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008234,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008237,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008238,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008240,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008251,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00008251,",,a,",30.4
2020-05-01T00:00:00,TMIN,GHCND:ASN00008251,",,a,",15.8
2020-05-01T00:00:00,PRCP,GHCND:ASN00008254,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008264,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008271,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008273,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008274,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008276,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008278,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008280,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008283,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008285,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008286,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008288,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008290,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00008290,",,a,",26.6
2020-05-01T00:00:00,TMIN,GHCND:ASN00008290,",,a,",19.6
2020-05-01T00:00:00,PRCP,GHCND:ASN00008292,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008294,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008295,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008296,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00008296,",,a,",25.3
2020-05-01T00:00:00,TMIN,GHCND:ASN00008296,",,a,",9.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00008297,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00008297,",,a,",22.7
2020-05-01T00:00:00,TMIN,GHCND:ASN00008297,",,a,",6.7
2020-05-01T00:00:00,PRCP,GHCND:ASN00008298,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008299,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008300,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008304,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008305,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008307,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008308,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008309,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00008310,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009000,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009006,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009007,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009009,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009014,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009015,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009018,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009021,",,a,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00009021,"H,,S,",17.8
2020-05-01T00:00:00,TMAX,GHCND:ASN00009021,",,a,",24.3
2020-05-01T00:00:00,TMIN,GHCND:ASN00009021,",,a,",7.6
2020-05-01T00:00:00,PRCP,GHCND:ASN00009023,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009024,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009025,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009030,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009033,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009037,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009037,",,a,",24.4
2020-05-01T00:00:00,TMIN,GHCND:ASN00009037,",,a,",10.3
2020-05-01T00:00:00,PRCP,GHCND:ASN00009039,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009040,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009053,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009053,",,a,",24.9
2020-05-01T00:00:00,TMIN,GHCND:ASN00009053,",,a,",13.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009066,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009105,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009106,",,a,",25.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00009111,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009111,",,a,",21.7
2020-05-01T00:00:00,TMIN,GHCND:ASN00009111,",,a,",9.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00009112,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009113,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009114,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009114,",,a,",27.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00009114,",,a,",5.4
2020-05-01T00:00:00,PRCP,GHCND:ASN00009131,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009131,",,a,",27.9
2020-05-01T00:00:00,TMIN,GHCND:ASN00009131,",,a,",5.6
2020-05-01T00:00:00,PRCP,GHCND:ASN00009144,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009151,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009172,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009172,",,a,",24.2
2020-05-01T00:00:00,TMIN,GHCND:ASN00009172,",,a,",8.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009178,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009178,",,a,",24.5
2020-05-01T00:00:00,TMIN,GHCND:ASN00009178,",,a,",8.4
2020-05-01T00:00:00,PRCP,GHCND:ASN00009182,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009193,",,a,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00009193,"H,,S,",19.1
2020-05-01T00:00:00,TMAX,GHCND:ASN00009193,",,a,",22.5
2020-05-01T00:00:00,TMIN,GHCND:ASN00009193,",,a,",13.9
2020-05-01T00:00:00,PRCP,GHCND:ASN00009199,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009207,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009210,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009215,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009215,",,a,",24.4
2020-05-01T00:00:00,TMIN,GHCND:ASN00009215,",,a,",11.6
2020-05-01T00:00:00,PRCP,GHCND:ASN00009225,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009225,",,a,",24.1
2020-05-01T00:00:00,TMIN,GHCND:ASN00009225,",,a,",8.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00009240,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009240,",,a,",21.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00009240,",,a,",7.9
2020-05-01T00:00:00,PRCP,GHCND:ASN00009242,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009243,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009246,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009248,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009252,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009253,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009256,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009256,",,a,",24.3
2020-05-01T00:00:00,TMIN,GHCND:ASN00009256,",,a,",13.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00009257,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009258,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009260,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009263,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009264,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009276,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009500,",,a,",0.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00009500,",,a,",9.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00009504,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009506,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009507,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009509,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009513,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009515,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009518,",,a,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00009518,"H,,S,",16.9
2020-05-01T00:00:00,TMAX,GHCND:ASN00009518,",,a,",22.3
2020-05-01T00:00:00,TMIN,GHCND:ASN00009518,",,a,",10.7
2020-05-01T00:00:00,PRCP,GHCND:ASN00009519,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009519,",,a,",21.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00009519,",,a,",12.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00009520,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009523,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009527,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009530,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009531,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009532,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009534,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009534,",,a,",22.5
2020-05-01T00:00:00,PRCP,GHCND:ASN00009538,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009538,",,a,",21.8
2020-05-01T00:00:00,TMIN,GHCND:ASN00009538,",,a,",6.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009542,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009542,",,a,",20.6
2020-05-01T00:00:00,TMIN,GHCND:ASN00009542,",,a,",8.3
2020-05-01T00:00:00,PRCP,GHCND:ASN00009547,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009556,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009557,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009559,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009561,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009573,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009573,",,a,",21.2
2020-05-01T00:00:00,TMIN,GHCND:ASN00009573,",,a,",6.9
2020-05-01T00:00:00,PRCP,GHCND:ASN00009574,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009575,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009579,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009581,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009584,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009585,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009587,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009589,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009590,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009591,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009592,",,a,",0.0
2020-05-01T00:00:00,TMIN,GHCND:ASN00009592,",,a,",6.1
2020-05-01T00:00:00,PRCP,GHCND:ASN00009594,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009599,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009600,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009603,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009603,",,a,",21.3
2020-05-01T00:00:00,TMIN,GHCND:ASN00009603,",,a,",8.2
2020-05-01T00:00:00,PRCP,GHCND:ASN00009605,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009607,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009609,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009611,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009613,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009615,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009616,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009617,",,a,",21.6
2020-05-01T00:00:00,TMIN,GHCND:ASN00009617,",,a,",5.4
2020-05-01T00:00:00,PRCP,GHCND:ASN00009619,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009621,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009625,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009626,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009628,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009629,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009631,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009633,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009635,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009636,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009642,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009645,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009647,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009654,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009661,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009666,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009668,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009673,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009678,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009690,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009692,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009710,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009714,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009738,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009739,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009741,",,S,",0.0
2020-05-01T00:00:00,TAVG,GHCND:ASN00009741,"H,,S,",13.8
2020-05-01T00:00:00,TMAX,GHCND:ASN00009741,",,S,",21.2
2020-05-01T00:00:00,TMIN,GHCND:ASN00009741,",,S,",6.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009746,",,a,",0.0
2020-05-01T00:00:00,TMAX,GHCND:ASN00009746,",,a,",20.8
2020-05-01T00:00:00,TMIN,GHCND:ASN00009746,",,a,",4.7
2020-05-01T00:00:00,PRCP,GHCND:ASN00009752,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009754,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009766,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009769,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009771,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009772,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009776,",,a,",0.0
2020-05-01T00:00:00,PRCP,GHCND:ASN00009784,",,a,",0.0
